node_id,segment,lat,lon,target_sog_knots,actual_sog_knots,required_sws_knots,clamped_sws_knots,distance_nm,time_h,fuel_mt,cum_distance_nm,cum_time_h,cum_fuel_mt,beaufort,wave_height_m,current_knots,heading_deg
94,4,17.31770071417351,69.68950132071502,11.990467392735653,11.990467392735653,12.060546875,12.060546875,12.0,1.0007950154862288,1.2395122909859297,1168.2379082095688,97.52118504585404,128.88424978001444,3,0.8600000143051147,0.09719222043811888,143.53267308698526
95,4,17.156931657280026,69.81382634795015,11.990467392735654,11.990467392735654,11.983642578125,11.983642578125,11.999999999999773,1.0007950154862097,1.2159518471535524,1180.2379082095686,98.52198006134024,130.100201627168,3,0.8799999952316284,0.13745056372739325,143.56951439050607
96,4,16.996086693740796,69.93793611096858,11.990467392735653,11.990467392735653,11.8243408203125,11.8243408203125,11.999999999999773,1.00079501548621,1.1681016898956056,1192.2379082095683,99.52277507682645,131.26830331706358,3,0.8999999761581421,0.30734877606962463,143.60595907683415
97,4,16.835166708416963,70.06183301931141,11.99046739273565,11.99046739273565,11.74560546875,11.74560546875,12.0,1.000795015486229,1.1449224243828386,1204.2379082095683,100.52357009231268,132.4132257414464,3,0.8999999761581421,0.40073380614459897,143.64200855892426
98,4,16.674172581185847,70.18551947188183,11.990467392735653,11.990467392735653,11.719970703125,11.719970703125,12.000000000000227,1.000795015486248,1.1374423990863216,1216.2379082095686,101.52436510779893,133.55066814053274,3,0.9200000166893005,0.5233961099167365,143.67766423356605
99,4,16.5131051870051,70.30899785706013,11.99046739273565,11.99046739273565,11.719970703125,11.719970703125,12.0,1.000795015486229,1.1374423990863003,1228.2379082095686,102.52516012328516,134.68811053961903,3,0.9399999976158142,0.5233961099167365,143.71292748147363
100,4,16.351965395976357,70.43227055281848,11.990467392735653,11.990467392735653,11.529541015625,11.529541015625,12.000000000000227,1.000795015486248,1.082893858303181,1240.2379082095688,103.52595513877141,135.7710043979222,3,0.9399999976158142,0.5831533709046135,143.74779966733996
101,4,16.1907540734084,70.55533992683552,11.990467392735653,11.990467392735653,11.5753173828125,11.5753173828125,12.000000000000227,1.000795015486248,1.0958435554847012,1252.237908209569,104.52675015425766,136.8668479534069,3,0.9599999785423279,0.4346568628212288,143.78228213994325
102,4,16.02947207987981,70.67820833661061,11.990467392735653,11.990467392735653,11.8792724609375,11.8792724609375,12.0,1.0007950154862288,1.1844571795985308,1264.237908209569,105.52754516974389,138.05130513300543,3,0.9800000190734863,0.35043154112978575,143.8163762321846
103,4,15.868120271301182,70.80087812957798,11.990467392735654,11.990467392735654,11.961669921875,11.961669921875,11.999999999999773,1.0007950154862097,1.2092755631967034,1276.2379082095688,106.52834018523009,139.26058069620214,3,0.9800000190734863,0.6223338984001274,143.85008326118705
