node_id,segment,lat,lon,planned_sog_knots,actual_sog_knots,planned_sws_knots,actual_sws_knots,distance_nm,time_h,fuel_mt,cum_distance_nm,cum_time_h,cum_fuel_mt,beaufort,wave_height_m,current_knots,heading_deg
98,4,16.674172581185847,70.18551947188183,13,13.0,12.752685546875,12.752685546875,12.000000000000227,0.9230769230769406,1.3515980234949247,1216.2379082095686,95.75752745202955,146.58568227499214,3,1.0199999809265137,0.5399568034557235,143.67766423356605
99,4,16.5131051870051,70.30899785706013,13,13.0,12.752685546875,12.752685546875,12.0,0.9230769230769231,1.3515980234948992,1228.2379082095686,96.68060437510647,147.93728029848702,3,1.0399999618530273,0.5399568034557235,143.71292748147363
100,4,16.351965395976357,70.43227055281848,13,13.0,12.708740234375,12.708740234375,12.000000000000227,0.9230769230769406,1.3376734376947141,1240.2379082095688,97.6036812981834,149.27495373618174,3,1.059999942779541,0.4859611102365778,143.74779966733996
101,4,16.1907540734084,70.55533992683552,13,13.0,12.7362060546875,12.7362060546875,12.000000000000227,0.9230769230769406,1.3463650366346533,1252.237908209569,98.52675822126034,150.6213187728164,3,1.0800000429153442,0.3239740949470075,143.78228213994325
102,4,16.02947207987981,70.67820833661061,13,13.0,12.8515625,12.8515625,12.0,0.9230769230769231,1.3832809393589316,1264.237908209569,99.44983514433726,152.00459971217535,3,1.100000023841858,0.3239740949470075,143.8163762321846
103,4,15.868120271301182,70.80087812957798,13,13.0,12.994384765625,12.994384765625,11.999999999999773,0.9230769230769056,1.4299134829134774,1276.2379082095688,100.37291206741416,153.43451319508884,3,1.100000023841858,0.647948189894015,143.85008326118705
104,4,15.706699498976826,70.92335164322049,13,13.0,12.96875,12.96875,12.000000000000227,0.9230769230769406,1.421467550424456,1288.237908209569,101.2959889904911,154.8559807455133,3,1.0800000429153442,0.4319654492013655,143.88340452833071
105,4,15.545210609666068,71.04563120518324,13,12.89674640463711,13.1024169921875,13.0,11.999999999999773,0.9304672375107798,1.4432309836926953,1300.2379082095688,102.22645622800188,156.299211729206,3,1.100000023841858,0.4319654492013655,143.9163413193806
106,4,15.383654445643995,71.16771913338684,13,12.861188710730636,13.13720703125,13.0,12.000000000000227,0.9330397267235585,1.4472211254058307,1312.237908209569,103.15949595472544,157.74643285461184,3,1.0800000429153442,0.3239740949470075,143.94889490449356
107,4,15.222031844761824,71.28961773614049,13,13.0,12.998046875,12.998046875,12.0,0.9230769230769231,1.4311227688244903,1324.237908209569,104.08257287780236,159.17755562343632,3,1.059999942779541,0.26997840172786175,143.9810665383356
108,4,15.0603436405068,71.41132931225471,13,13.0,12.8497314453125,12.8497314453125,11.999999999999773,0.9230769230769056,1.382689765595395,1336.2379082095688,105.00564980087927,160.5602453890317,3,1.059999942779541,0.3239740949470075,144.01285746011462
109,4,14.898590662061642,71.53285615115392,13,13.0,12.9998779296875,12.9998779296875,12.000000000000227,0.9230769230769406,1.4317276673709414,1348.237908209569,105.9287267239562,161.99197305640266,3,1.059999942779541,0.7019438187452938,144.04426889367625
110,4,14.73677373436354,71.65420053298864,13,13.0,13.0072021484375,13.0,11.999999999999773,0.9230769230769056,1.4317679999999728,1360.2379082095688,106.85180364703311,163.42374105640263,3,1.059999942779541,0.21598272460068274,144.07530204756435
111,4,14.574893678162761,71.77536472874739,13,12.951228350845392,13.04931640625,13.0,11.999999999999773,0.9265530399837689,1.4371597423641043,1372.2379082095686,107.77835668701688,164.86090079876675,3,1.059999942779541,0.3239740949470075,144.10595811507065
112,4,14.41295131008078,71.89635100036847,13,12.788191451353581,13.21044921875,13.0,17.253822174873676,1.3491995518293107,2.092719139250511,1389.4917303844422,109.1275562388462,166.95361993801725,3,1.059999942779541,0.5939524966748693,144.13623827431866
